timestamp_ms,ref_v,u_v,sensor_v_avg,error,p_term,i_term,d_term,sat
41000,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
41500,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
42000,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
42500,1.7000,0.8530,0.8470,0.85304,0.85304,0.00000,0.00000,0
43000,1.7000,0.8530,0.8470,0.85304,0.85304,0.00000,0.00000,0
43500,1.7000,0.8530,0.8470,0.85304,0.85304,0.00000,0.00000,0
44000,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
44500,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
45000,1.7000,0.8547,0.8453,0.85465,0.85465,0.00000,0.00000,0
45500,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
46000,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
46500,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
47000,1.7000,0.8514,0.8486,0.85143,0.85143,0.00000,0.00000,0
47500,1.7000,0.8530,0.8470,0.85304,0.85304,0.00000,0.00000,0
48000,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
48500,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
49000,1.7000,0.8530,0.8470,0.85304,0.85304,0.00000,0.00000,0
49500,1.7000,0.8522,0.8478,0.85223,0.85223,0.00000,0.00000,0
50000,1.7000,0.8530,0.8470,0.85304,0.85304,0.00000,0.00000,0
50500,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
51000,1.7000,0.8538,0.8462,0.85385,0.85385,0.00000,0.00000,0
51500,1.7000,0.8547,0.8453,0.85465,0.85465,0.00000,0.00000,0
